BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME;TRADE_SESSION_DATE;RECALC_DATE
SNDX;IMOEX;07.04.2022;Индекс МосБиржи;Индекс МосБиржи;2635,39;2618,26;2653,85;2618,26;33674118545;0;0;2;1,30316E+13;RUB;4944847155;3;;07.04.2022;
SNDX;IMOEX;08.04.2022;Индекс МосБиржи;Индекс МосБиржи;2592,72;2649,16;2656,72;2554,72;30923457084;0;0;2;1,28206E+13;RUB;4944847155;3;;08.04.2022;
SNDX;IMOEX;11.04.2022;Индекс МосБиржи;Индекс МосБиржи;2557,16;2596,17;2623,64;2557,16;26788780551;0;0;2;1,26448E+13;RUB;4944847155;3;;11.04.2022;
SNDX;IMOEX;12.04.2022;Индекс МосБиржи;Индекс МосБиржи;2540,99;2559,22;2570,78;2472,28;33176929302;0;0;2;1,25648E+13;RUB;4944847155;3;;12.04.2022;
SNDX;IMOEX;13.04.2022;Индекс МосБиржи;Индекс МосБиржи;2528,42;2546,64;2558,86;2517,44;19008934214;0;0;2;1,25027E+13;RUB;4944847155;3;;13.04.2022;
SNDX;IMOEX;14.04.2022;Индекс МосБиржи;Индекс МосБиржи;2404,73;2530,9;2533,77;2403,86;24317562707;0;0;2;1,1891E+13;RUB;4944847155;3;;14.04.2022;
SNDX;IMOEX;15.04.2022;Индекс МосБиржи;Индекс МосБиржи;2424,99;2403,16;2431,91;2353,13;24555619330;0;0;2;1,19912E+13;RUB;4944847155;3;;15.04.2022;
SNDX;IMOEX;18.04.2022;Индекс МосБиржи;Индекс МосБиржи;2342,63;2430,91;2447,58;2338,36;23242744264;0;0;2;1,15839E+13;RUB;4944847155;3;;18.04.2022;
SNDX;IMOEX;19.04.2022;Индекс МосБиржи;Индекс МосБиржи;2317,46;2342,53;2344,37;2216,61;35589597026;0;0;2;1,14595E+13;RUB;4944847155;3;;19.04.2022;
SNDX;IMOEX;20.04.2022;Индекс МосБиржи;Индекс МосБиржи;2330,73;2326,03;2374,87;2271,72;34640809162;0;0;2;1,15251E+13;RUB;4944847155;3;;20.04.2022;
SNDX;IMOEX;21.04.2022;Индекс МосБиржи;Индекс МосБиржи;2271,05;2334,97;2341,21;2260,68;28368978165;0;0;2;1,123E+13;RUB;4944847155;3;;21.04.2022;
SNDX;IMOEX;22.04.2022;Индекс МосБиржи;Индекс МосБиржи;2232,23;2271,18;2290,04;2223,73;32280692498;0;0;2;1,1038E+13;RUB;4944847155;3;;22.04.2022;
